PRODUCT,DRAW NUMBER,SEQUENCE NUMBER,DRAW DATE,NUMBER DRAWN 1,NUMBER DRAWN 2,NUMBER DRAWN 3,NUMBER DRAWN 4,NUMBER DRAWN 5,NUMBER DRAWN 6,BONUS NUMBER
649,1042,0,15/1/94,11,15,27,30,46,49,19
649,1043,0,19/1/94,4,14,17,20,21,33,1
649,1044,0,22/1/94,4,13,30,37,41,46,6
649,1045,0,26/1/94,13,14,27,31,38,40,12
649,1046,0,29/1/94,5,8,37,42,47,48,49
649,1047,0,2/2/94,9,10,30,31,37,44,4
649,1048,0,5/2/94,1,2,13,17,31,41,22
649,1049,0,9/2/94,17,19,20,21,35,41,42
649,1050,0,12/2/94,2,12,27,36,39,41,1
649,1051,0,16/2/94,7,22,25,39,45,48,37
649,1052,0,19/2/94,10,14,21,36,37,38,47
649,1053,0,23/2/94,5,7,11,31,35,46,30
649,1054,0,26/2/94,1,11,26,28,30,31,10
649,1055,0,2/3/94,5,10,14,35,43,47,26
649,1056,0,5/3/94,2,10,25,38,41,42,7
649,1057,0,9/3/94,10,13,14,34,36,42,40
649,1058,0,12/3/94,1,15,24,36,37,43,13
649,1059,0,16/3/94,22,24,37,38,46,49,35
649,1060,0,19/3/94,12,13,15,37,38,42,23
649,1061,0,23/3/94,5,8,32,33,47,49,46
649,1062,0,26/3/94,11,13,20,29,34,49,30
649,1063,0,30/3/94,13,15,23,28,46,49,21
649,1064,0,2/4/94,8,31,33,34,45,46,37
649,1065,0,6/4/94,5,17,20,27,28,31,47
649,1066,0,9/4/94,4,9,30,31,45,49,32
649,1067,0,13/4/94,9,16,22,27,38,48,35
649,1068,0,16/4/94,9,10,18,21,25,47,45
649,1069,0,20/4/94,10,20,26,35,42,43,48
649,1070,0,23/4/94,8,12,18,24,30,44,22
649,1071,0,27/4/94,11,24,40,42,44,45,49
649,1072,0,30/4/94,4,11,17,28,30,32,23
649,1073,0,4/5/94,9,11,22,27,37,42,43
649,1074,0,7/5/94,2,5,7,9,21,24,22
649,1075,0,11/5/94,2,3,17,38,40,42,1
649,1076,0,14/5/94,8,22,29,42,46,48,39
649,1077,0,18/5/94,1,4,8,30,31,33,21
649,1078,0,21/5/94,4,10,25,33,36,46,30
649,1079,0,25/5/94,5,22,27,35,38,47,37
649,1080,0,28/5/94,11,16,35,37,46,49,34
649,1081,0,1/6/94,12,13,16,29,44,45,40
649,1082,0,4/6/94,13,17,33,39,42,46,29
649,1083,0,8/6/94,18,21,24,31,35,39,14
649,1084,0,11/6/94,10,13,31,32,39,46,18
649,1085,0,15/6/94,2,20,22,23,24,31,38
649,1086,0,18/6/94,2,3,31,36,46,48,7
649,1087,0,22/6/94,8,10,31,34,40,41,49
649,1088,0,25/6/94,9,14,21,26,27,35,38
649,1089,0,29/6/94,10,13,14,34,39,48,23
649,1090,0,2/7/94,12,24,28,34,35,42,14
649,1091,0,6/7/94,30,34,37,38,40,49,16
649,1092,0,9/7/94,17,30,33,42,45,48,43
649,1093,0,13/7/94,6,8,12,44,46,47,36
649,1094,0,16/7/94,21,27,28,32,38,42,22
649,1095,0,20/7/94,10,17,19,31,35,48,13
649,1096,0,23/7/94,4,11,16,26,28,38,47
649,1097,0,27/7/94,3,8,12,26,29,42,13
649,1098,0,30/7/94,10,21,22,35,42,45,26
649,1099,0,3/8/94,13,16,18,27,28,41,32
649,1100,0,6/8/94,3,8,11,12,21,48,43
649,1101,0,10/8/94,1,12,14,34,39,48,3
649,1102,0,13/8/94,8,9,16,18,22,37,33
649,1103,0,17/8/94,18,21,23,24,28,41,19
649,1104,0,20/8/94,14,18,26,31,34,40,5
649,1105,0,24/8/94,7,9,19,25,42,44,11
649,1106,0,27/8/94,1,7,14,18,26,33,10
649,1107,0,31/8/94,1,14,19,34,42,49,32
649,1108,0,3/9/94,1,2,34,35,45,47,49
649,1109,0,7/9/94,2,3,13,27,30,49,7
649,1110,0,10/9/94,3,7,8,21,27,37,40
649,1111,0,14/9/94,15,20,36,37,48,49,21
649,1112,0,17/9/94,4,20,31,35,43,46,36
649,1113,0,21/9/94,23,24,25,29,34,48,20
649,1114,0,24/9/94,8,11,14,18,25,43,37
649,1115,0,28/9/94,1,19,24,26,31,32,10
649,1116,0,1/10/94,7,12,13,19,20,27,2
649,1117,0,5/10/94,10,15,17,20,22,37,25
649,1118,0,8/10/94,9,19,31,32,38,40,8
649,1119,0,12/10/94,6,7,9,17,19,44,47
649,1120,0,15/10/94,10,11,32,36,45,46,43
649,1121,0,19/10/94,4,9,18,22,34,42,2
649,1122,0,22/10/94,6,9,14,29,38,46,5
649,1123,0,26/10/94,18,19,20,23,30,42,28
649,1124,0,29/10/94,11,13,18,33,39,41,31
649,1125,0,2/11/94,19,25,26,41,44,45,20
649,1126,0,5/11/94,6,7,16,22,37,38,11
649,1127,0,9/11/94,6,19,20,31,43,48,33
649,1128,0,12/11/94,21,28,35,40,45,47,19
649,1129,0,16/11/94,23,29,33,34,38,42,43
649,1130,0,19/11/94,6,14,23,27,38,40,21
649,1131,0,23/11/94,5,7,9,10,13,49,28
649,1132,0,26/11/94,9,13,14,31,45,46,33
649,1133,0,30/11/94,12,32,41,42,46,49,39
649,1134,0,3/12/94,2,14,31,36,44,49,25
649,1135,0,7/12/94,7,15,31,36,38,39,48
649,1136,0,10/12/94,9,15,27,33,36,39,35
649,1137,0,14/12/94,8,12,30,33,34,44,31
649,1138,0,17/12/94,11,23,30,39,40,41,16
649,1139,0,21/12/94,16,17,26,30,40,43,22
649,1140,0,24/12/94,1,10,18,19,27,42,44
649,1141,0,28/12/94,10,21,22,27,28,43,17
649,1142,0,31/12/94,10,12,30,32,34,38,39
649,1143,0,4/1/95,21,22,24,31,33,34,41
649,1144,0,7/1/95,5,7,11,30,43,49,15
649,1145,0,11/1/95,3,5,10,28,41,47,42
649,1146,0,14/1/95,15,25,30,33,45,46,1
649,1147,0,18/1/95,3,8,15,18,26,34,25
649,1148,0,21/1/95,6,9,13,23,26,41,37
649,1149,0,25/1/95,7,8,31,35,37,41,42
649,1150,0,28/1/95,2,7,8,20,28,34,46
649,1151,0,1/2/95,10,32,35,37,39,47,17
649,1152,0,4/2/95,2,22,25,26,32,46,17
649,1153,0,8/2/95,16,18,21,22,27,47,5
649,1154,0,11/2/95,6,17,23,28,35,47,45
649,1155,0,15/2/95,6,15,28,38,43,47,14
649,1156,0,18/2/95,6,19,27,33,43,47,41
649,1157,0,22/2/95,15,16,19,30,35,39,17
649,1158,0,25/2/95,6,9,13,31,35,47,16
649,1159,0,1/3/95,1,19,20,36,46,49,24
649,1160,0,4/3/95,6,10,12,39,41,49,35
649,1161,0,8/3/95,9,13,24,28,30,44,42
649,1162,0,11/3/95,10,31,32,35,38,46,45
649,1163,0,15/3/95,1,8,22,34,38,43,20
649,1164,0,18/3/95,5,8,24,32,47,48,1
649,1165,0,22/3/95,3,9,16,19,32,47,17
649,1166,0,25/3/95,17,18,34,41,43,48,47
649,1167,0,29/3/95,2,4,6,26,27,44,31
649,1168,0,1/4/95,18,20,21,30,34,46,25
649,1169,0,5/4/95,6,15,23,24,34,42,4
649,1170,0,8/4/95,4,8,36,41,45,46,18
649,1171,0,12/4/95,16,17,19,32,35,42,33
649,1172,0,15/4/95,2,6,8,17,25,40,23
649,1173,0,19/4/95,3,4,11,12,28,31,8
649,1174,0,22/4/95,5,19,30,33,36,39,23
649,1175,0,26/4/95,3,17,19,21,27,46,29
649,1176,0,29/4/95,1,3,8,11,22,30,5
649,1177,0,3/5/95,5,16,17,32,45,48,10
649,1178,0,6/5/95,3,7,13,17,32,48,14
649,1179,0,10/5/95,12,15,19,25,26,32,10
649,1180,0,13/5/95,1,9,23,34,37,43,6
649,1181,0,17/5/95,1,3,7,27,34,41,21
649,1182,0,20/5/95,5,12,24,29,38,41,47
649,1183,0,24/5/95,2,5,9,14,44,46,42
649,1184,0,27/5/95,18,19,29,31,35,43,10
649,1185,0,31/5/95,17,25,27,30,32,36,49
649,1186,0,3/6/95,19,33,34,35,40,41,12
649,1187,0,7/6/95,13,14,28,33,34,48,9
649,1188,0,10/6/95,6,10,23,40,46,49,36
649,1189,0,14/6/95,9,14,26,32,33,48,47
649,1190,0,17/6/95,5,6,14,32,44,45,21
649,1191,0,21/6/95,1,4,5,9,27,42,13
649,1192,0,24/6/95,4,13,15,19,30,46,43
649,1193,0,28/6/95,3,30,31,33,34,41,1
649,1194,0,1/7/95,7,9,20,26,32,38,25
649,1195,0,5/7/95,5,17,24,25,28,49,30
649,1196,0,8/7/95,7,18,20,27,42,48,3
649,1197,0,12/7/95,13,32,35,38,40,44,47
649,1198,0,15/7/95,5,11,17,25,34,49,23
649,1199,0,19/7/95,6,11,17,26,27,47,1
649,1200,0,22/7/95,9,12,27,30,36,37,13
649,1201,0,26/7/95,16,18,29,31,41,47,28
649,1202,0,29/7/95,8,13,16,37,39,46,34
649,1203,0,2/8/95,2,11,23,33,43,46,16
649,1204,0,5/8/95,13,21,27,30,38,43,39
649,1205,0,9/8/95,3,7,17,21,32,46,35
649,1206,0,12/8/95,16,18,20,30,32,42,11
649,1207,0,16/8/95,19,20,28,30,31,43,35
649,1208,0,19/8/95,7,24,36,40,46,48,27
649,1209,0,23/8/95,4,7,13,20,27,30,37
649,1210,0,26/8/95,1,16,23,32,35,45,10
649,1211,0,30/8/95,20,21,27,36,37,47,3
649,1212,0,2/9/95,4,12,28,31,45,46,6
649,1213,0,6/9/95,7,18,21,23,32,46,38
649,1214,0,9/9/95,2,6,12,18,38,42,28
649,1215,0,13/9/95,2,3,13,16,22,48,49
649,1216,0,16/9/95,7,10,30,36,38,49,25
649,1217,0,20/9/95,8,13,17,18,27,32,20
649,1218,0,23/9/95,3,5,21,32,43,46,4
649,1219,0,27/9/95,12,17,19,22,42,48,4
649,1220,0,30/9/95,12,13,18,19,36,48,23
649,1221,0,4/10/95,19,29,37,41,45,48,39
649,1222,0,7/10/95,12,17,23,32,44,49,42
649,1223,0,11/10/95,1,9,18,33,36,48,29
649,1224,0,14/10/95,9,17,29,38,39,42,4
649,1225,0,18/10/95,3,4,8,15,30,31,28
649,1226,0,21/10/95,4,25,33,35,40,45,26
649,1227,0,25/10/95,3,5,12,38,41,44,18
649,1228,0,28/10/95,8,19,27,34,36,45,3
649,1229,0,1/11/95,2,20,22,30,33,43,42
649,1230,0,4/11/95,20,30,40,41,43,44,32
649,1231,0,8/11/95,2,6,18,28,32,44,20
649,1232,0,11/11/95,6,9,21,31,40,42,30
649,1233,0,15/11/95,12,26,27,34,41,43,10
649,1234,0,18/11/95,16,21,22,26,35,49,13
649,1235,0,22/11/95,5,12,34,35,37,49,14
649,1236,0,25/11/95,3,5,8,9,37,38,29
649,1237,0,29/11/95,14,22,26,38,42,43,36
649,1238,0,2/12/95,9,19,21,23,31,49,22
649,1239,0,6/12/95,5,12,22,26,29,31,40
649,1240,0,9/12/95,8,14,15,21,48,49,34
649,1241,0,13/12/95,7,15,20,23,40,49,16
649,1242,0,16/12/95,4,7,21,36,39,40,8
649,1243,0,20/12/95,4,11,12,14,27,30,8
649,1244,0,23/12/95,4,6,8,22,23,25,12
649,1245,0,27/12/95,8,18,26,30,39,49,3
649,1246,0,30/12/95,7,15,23,27,30,49,32
649,1247,0,3/1/96,1,10,16,24,39,48,30
649,1248,0,6/1/96,2,5,9,18,34,41,27
649,1249,0,10/1/96,1,12,27,28,41,44,25
649,1250,0,13/1/96,3,5,11,19,29,40,8
649,1251,0,17/1/96,1,9,27,33,37,41,26
649,1252,0,20/1/96,6,19,28,35,38,42,45
649,1253,0,24/1/96,1,3,5,16,20,26,31
649,1254,0,27/1/96,8,13,26,28,34,37,19
649,1255,0,31/1/96,4,9,13,22,24,30,31
649,1256,0,3/2/96,17,31,36,38,45,49,11
649,1257,0,7/2/96,28,32,34,41,45,48,23
649,1258,0,10/2/96,13,24,27,31,46,48,9
649,1259,0,14/2/96,9,13,20,30,34,36,12
649,1260,0,17/2/96,4,7,15,34,37,41,46
649,1261,0,21/2/96,8,34,38,43,46,47,5
649,1262,0,24/2/96,8,13,24,28,32,41,18
649,1263,0,28/2/96,1,3,7,25,33,34,22
649,1264,0,2/3/96,2,3,24,25,43,45,18
649,1265,0,6/3/96,2,9,17,25,30,40,49
649,1266,0,9/3/96,4,7,10,13,39,46,49
649,1267,0,13/3/96,3,8,13,21,32,49,28
649,1268,0,16/3/96,12,17,19,23,24,40,14
649,1269,0,20/3/96,3,6,10,15,42,47,25
649,1270,0,23/3/96,9,15,26,40,43,48,41
649,1271,0,27/3/96,20,21,30,39,41,47,17
649,1272,0,30/3/96,4,22,25,44,46,48,3
649,1273,0,3/4/96,23,30,35,44,46,48,20
649,1274,0,6/4/96,5,7,21,34,38,45,10
649,1275,0,10/4/96,11,16,18,27,42,43,36
649,1276,0,13/4/96,3,15,21,30,34,47,37
649,1277,0,17/4/96,1,15,20,34,36,39,45
649,1278,0,20/4/96,1,16,17,30,44,49,37
649,1279,0,24/4/96,11,12,13,14,39,47,24
649,1280,0,27/4/96,10,23,38,42,44,49,19
649,1281,0,1/5/96,30,32,39,40,42,44,29
649,1282,0,4/5/96,27,38,39,43,44,49,34
649,1283,0,8/5/96,4,20,23,26,32,46,3
649,1284,0,11/5/96,13,18,21,31,38,44,3
649,1285,0,15/5/96,12,14,16,41,45,48,47
649,1286,0,18/5/96,16,39,40,44,48,49,29
649,1287,0,22/5/96,1,12,18,23,47,49,24
649,1288,0,25/5/96,11,12,20,21,39,45,32
649,1289,0,29/5/96,3,9,29,31,44,49,26
649,1290,0,1/6/96,2,3,9,16,27,43,21
649,1291,0,5/6/96,19,20,38,39,44,45,1
649,1292,0,8/6/96,5,15,40,41,45,49,27
649,1293,0,12/6/96,1,14,20,25,27,31,21
649,1294,0,15/6/96,7,20,23,27,38,41,5
649,1295,0,19/6/96,23,32,34,37,42,43,24
649,1296,0,22/6/96,3,28,36,37,43,47,20
649,1297,0,26/6/96,8,15,23,39,40,45,25
649,1298,0,29/6/96,8,9,14,27,40,49,5
649,1299,0,3/7/96,16,18,19,23,32,33,29
649,1300,0,6/7/96,7,13,21,22,33,38,30
649,1301,0,10/7/96,11,20,21,26,39,43,1
649,1302,0,13/7/96,1,2,10,24,29,39,30
649,1303,0,17/7/96,1,8,10,15,40,41,16
649,1304,0,20/7/96,3,5,8,37,38,46,24
649,1305,0,24/7/96,8,12,19,25,27,40,44
649,1306,0,27/7/96,21,26,27,34,40,48,39
649,1307,0,31/7/96,4,13,21,23,37,38,1
649,1308,0,3/8/96,5,12,31,33,39,49,22
649,1309,0,7/8/96,2,21,25,30,35,41,1
649,1310,0,10/8/96,4,14,15,19,23,38,49
649,1311,0,14/8/96,2,8,12,24,34,39,4
649,1312,0,17/8/96,1,19,24,33,44,45,48
649,1313,0,21/8/96,18,25,26,31,34,42,36
649,1314,0,24/8/96,12,28,32,43,47,48,16
649,1315,0,28/8/96,7,13,24,39,41,49,16
649,1316,0,31/8/96,1,5,8,14,38,45,25
649,1317,0,4/9/96,1,14,17,24,41,42,34
649,1318,0,7/9/96,11,14,15,21,30,32,37
649,1319,0,11/9/96,12,14,20,21,39,43,48
649,1320,0,14/9/96,1,15,27,29,35,47,39
649,1321,0,18/9/96,13,26,30,38,43,46,6
649,1322,0,21/9/96,2,3,13,17,23,42,31
649,1323,0,25/9/96,7,21,32,33,38,42,10
649,1324,0,28/9/96,20,30,32,39,41,42,26
649,1325,0,2/10/96,7,18,21,29,36,37,27
649,1326,0,5/10/96,5,22,30,31,37,38,23
649,1327,0,9/10/96,15,16,19,27,31,39,1
649,1328,0,12/10/96,8,20,38,40,42,44,10
649,1329,0,16/10/96,6,13,14,15,20,42,21
649,1330,0,19/10/96,5,13,19,31,40,43,11
649,1331,0,23/10/96,4,5,10,21,24,44,14
649,1332,0,26/10/96,1,8,9,14,37,45,10
649,1333,0,30/10/96,14,19,21,25,34,48,20
649,1334,0,2/11/96,10,16,17,23,36,48,19
649,1335,0,6/11/96,4,7,36,39,47,48,20
649,1336,0,9/11/96,7,21,25,31,42,47,20
649,1337,0,13/11/96,2,7,9,31,44,46,26
649,1338,0,16/11/96,2,12,21,34,41,43,36
649,1339,0,20/11/96,4,8,23,26,30,46,45
649,1340,0,23/11/96,3,5,6,8,14,48,1
649,1341,0,27/11/96,4,9,21,26,48,49,45
649,1342,0,30/11/96,4,13,21,23,30,40,3
649,1343,0,4/12/96,9,17,29,32,41,42,18
649,1344,0,7/12/96,2,6,27,35,41,42,4
649,1345,0,11/12/96,1,3,6,11,27,47,18
649,1346,0,14/12/96,14,15,32,38,40,46,3
649,1347,0,18/12/96,7,8,12,18,23,36,19
649,1348,0,21/12/96,9,12,23,33,41,47,5
649,1349,0,25/12/96,13,17,27,31,40,42,34
649,1350,0,28/12/96,8,21,22,31,33,45,39
649,1351,0,1/1/97,1,23,25,26,33,44,24
649,1352,0,4/1/97,23,28,33,38,47,49,9
649,1353,0,8/1/97,19,24,30,35,37,44,40
649,1354,0,11/1/97,4,13,17,28,44,47,23
649,1355,0,15/1/97,2,8,13,16,26,31,23
649,1356,0,18/1/97,8,10,18,31,41,48,39
649,1357,0,22/1/97,6,14,16,27,30,43,42
649,1358,0,25/1/97,6,27,30,31,34,47,35
649,1359,0,29/1/97,1,8,19,27,32,39,33
649,1360,0,1/2/97,4,8,23,35,40,46,5
649,1361,0,5/2/97,4,5,7,8,16,39,3
649,1362,0,8/2/97,20,21,25,31,43,45,2
649,1363,0,12/2/97,8,13,25,30,43,45,21
649,1364,0,15/2/97,6,9,16,27,46,48,38
649,1365,0,19/2/97,9,21,25,27,40,42,14
649,1366,0,22/2/97,1,3,7,13,39,46,4
649,1367,0,26/2/97,5,6,21,26,42,48,28
649,1368,0,1/3/97,11,24,28,40,46,47,39
649,1369,0,5/3/97,3,20,22,30,44,45,5
649,1370,0,8/3/97,13,31,32,40,45,48,16
649,1371,0,12/3/97,12,16,25,26,28,41,43
649,1372,0,15/3/97,5,21,29,31,45,49,41
649,1373,0,19/3/97,12,16,20,22,26,38,36
649,1374,0,22/3/97,4,15,20,27,41,45,40
649,1375,0,26/3/97,4,27,32,38,40,45,20
649,1376,0,29/3/97,9,20,27,34,38,46,35
649,1377,0,2/4/97,1,3,12,14,17,46,38
649,1378,0,5/4/97,2,3,15,19,44,45,34
649,1379,0,9/4/97,11,14,15,16,28,42,39
649,1380,0,12/4/97,11,15,27,39,43,44,4
649,1381,0,16/4/97,9,14,19,28,37,46,48
649,1382,0,19/4/97,4,14,18,35,36,48,27
649,1383,0,23/4/97,22,28,36,42,46,49,43
649,1384,0,26/4/97,3,14,19,26,35,45,37
649,1385,0,30/4/97,2,16,20,36,45,47,32
649,1386,0,3/5/97,2,8,16,31,34,36,13
649,1387,0,7/5/97,8,20,23,25,36,43,35
649,1388,0,10/5/97,3,5,6,20,29,33,9
649,1389,0,14/5/97,5,15,17,32,41,45,42
649,1390,0,17/5/97,11,21,25,27,28,37,9
649,1391,0,21/5/97,3,12,21,24,37,45,28
649,1392,0,24/5/97,13,23,26,27,30,44,1
649,1393,0,28/5/97,2,3,19,32,36,47,25
649,1394,0,31/5/97,3,8,13,30,37,47,46
649,1395,0,4/6/97,1,2,16,19,20,38,34
649,1396,0,7/6/97,1,4,10,22,27,42,5
649,1397,0,11/6/97,20,21,22,34,36,43,6
649,1398,0,14/6/97,7,16,18,25,32,33,40
649,1399,0,18/6/97,5,25,33,37,39,43,48
649,1400,0,21/6/97,17,21,25,26,33,48,3
649,1401,0,25/6/97,3,8,10,23,31,47,46
649,1402,0,28/6/97,3,10,19,27,32,33,8
649,1403,0,2/7/97,17,25,29,30,34,40,45
649,1404,0,5/7/97,2,3,11,14,27,30,38
649,1405,0,9/7/97,4,31,32,35,37,48,30
649,1406,0,12/7/97,12,16,20,23,36,47,38
649,1407,0,16/7/97,6,15,16,36,39,46,38
649,1408,0,19/7/97,4,5,25,37,39,44,17
649,1409,0,23/7/97,4,12,36,44,45,47,21
649,1410,0,26/7/97,14,19,22,24,35,47,12
649,1411,0,30/7/97,4,5,10,20,23,47,33
649,1412,0,2/8/97,1,7,14,16,32,41,24
649,1413,0,6/8/97,1,6,8,10,14,49,12
649,1414,0,9/8/97,1,2,5,11,17,19,27
649,1415,0,13/8/97,7,15,25,32,44,48,46
649,1416,0,16/8/97,3,4,6,20,31,35,19
649,1417,0,20/8/97,6,14,25,30,31,36,4
649,1418,0,23/8/97,28,29,36,39,45,46,11
649,1419,0,27/8/97,12,13,16,34,44,49,42
649,1420,0,30/8/97,16,19,22,34,37,40,45
649,1421,0,3/9/97,13,14,18,23,24,27,7
649,1422,0,6/9/97,13,23,27,39,41,49,24
649,1423,0,10/9/97,7,12,20,35,36,38,21
649,1424,0,13/9/97,6,11,20,24,38,42,8
649,1425,0,17/9/97,15,23,39,40,44,46,22
649,1426,0,20/9/97,9,11,32,38,39,40,48
649,1427,0,24/9/97,10,12,34,37,39,41,4
649,1428,0,27/9/97,2,10,23,31,39,49,5
649,1429,0,1/10/97,1,3,16,29,31,46,12
649,1430,0,4/10/97,23,26,29,31,33,42,44
649,1431,0,8/10/97,2,3,11,15,34,47,25
649,1432,0,11/10/97,2,3,14,17,25,49,27
649,1433,0,15/10/97,17,23,24,39,45,49,25
649,1434,0,18/10/97,10,13,16,21,26,35,38
649,1435,0,22/10/97,5,11,14,19,27,29,17
649,1436,0,25/10/97,1,11,22,28,30,43,6
649,1437,0,29/10/97,1,20,23,31,34,44,24
649,1438,0,1/11/97,3,17,18,21,23,28,39
649,1439,0,5/11/97,13,15,27,31,43,44,2
649,1440,0,8/11/97,11,15,16,25,31,44,30
649,1441,0,12/11/97,4,5,14,30,32,34,27
649,1442,0,15/11/97,11,28,29,34,38,40,48
649,1443,0,19/11/97,10,23,28,38,43,45,36
649,1444,0,22/11/97,10,15,25,31,33,35,8
649,1445,0,26/11/97,7,10,12,15,23,47,5
649,1446,0,29/11/97,3,4,5,9,14,18,11
649,1447,0,3/12/97,5,20,34,38,39,47,12
649,1448,0,6/12/97,5,6,18,23,28,47,9
649,1449,0,10/12/97,3,17,19,29,37,42,41
649,1450,0,13/12/97,2,16,22,23,36,45,48
649,1451,0,17/12/97,2,5,9,10,22,35,27
649,1452,0,20/12/97,7,13,18,26,27,47,2
649,1453,0,24/12/97,29,32,33,46,47,48,17
649,1454,0,27/12/97,6,12,24,29,34,45,17
649,1455,0,31/12/97,10,13,29,30,37,41,40
649,1456,0,3/1/98,6,20,24,33,42,47,25
649,1457,0,7/1/98,2,9,19,37,39,46,5
649,1458,0,10/1/98,3,6,9,16,30,49,11
649,1459,0,14/1/98,8,18,20,22,39,40,9
649,1460,0,17/1/98,5,14,23,28,34,47,18
649,1461,0,21/1/98,2,3,10,16,27,37,45
649,1462,0,24/1/98,5,9,14,21,25,42,7
649,1463,0,28/1/98,1,2,30,31,34,49,40
649,1464,0,31/1/98,6,10,26,28,37,42,17
649,1465,0,4/2/98,10,16,28,37,42,47,21
649,1466,0,7/2/98,7,18,20,21,32,40,11
649,1467,0,11/2/98,2,13,19,32,38,47,5
649,1468,0,14/2/98,4,10,16,21,33,36,24
649,1469,0,18/2/98,7,14,18,25,32,37,36
649,1470,0,21/2/98,6,22,25,26,37,43,28
649,1471,0,25/2/98,22,26,29,31,36,39,21
649,1472,0,28/2/98,7,20,22,23,44,49,18
649,1473,0,4/3/98,8,12,17,28,38,40,20
649,1474,0,7/3/98,26,34,36,41,46,48,44
649,1475,0,11/3/98,3,6,8,30,40,43,20
649,1476,0,14/3/98,6,7,19,34,36,41,49
649,1477,0,18/3/98,15,23,28,39,45,48,2
649,1478,0,21/3/98,8,12,15,23,38,45,20
649,1479,0,25/3/98,1,7,9,11,37,40,23
649,1480,0,28/3/98,16,22,27,29,36,42,26
649,1481,0,1/4/98,5,20,29,42,45,49,28
649,1482,0,4/4/98,8,12,33,36,40,45,13
649,1483,0,8/4/98,9,12,15,29,32,37,48
649,1484,0,11/4/98,8,29,34,37,39,47,12
649,1485,0,15/4/98,10,12,27,31,37,42,25
649,1486,0,18/4/98,2,23,24,28,31,35,29
649,1487,0,22/4/98,8,19,35,42,43,48,29
649,1488,0,25/4/98,2,8,20,28,39,40,21
649,1489,0,29/4/98,3,17,28,30,47,48,35
649,1490,0,2/5/98,5,12,13,15,30,49,22
649,1491,0,6/5/98,7,17,24,32,34,43,13
649,1492,0,9/5/98,7,14,27,32,46,49,33
649,1493,0,13/5/98,4,15,23,30,35,49,41
649,1494,0,16/5/98,4,20,25,28,35,42,31
649,1495,0,20/5/98,10,11,20,22,31,39,21
649,1496,0,23/5/98,1,21,26,31,32,47,25
649,1497,0,27/5/98,4,9,15,20,37,43,47
649,1498,0,30/5/98,1,5,12,13,16,21,20
649,1499,0,3/6/98,2,27,32,35,41,47,4
649,1500,0,6/6/98,5,6,31,33,44,49,43
649,1501,0,10/6/98,1,2,6,10,16,21,19
649,1502,0,13/6/98,12,16,20,27,43,44,41
649,1503,0,17/6/98,6,15,23,30,34,43,5
649,1504,0,20/6/98,2,6,16,24,34,38,8
649,1505,0,24/6/98,1,5,22,42,47,49,20
649,1506,0,27/6/98,6,20,26,40,42,46,5
649,1507,0,1/7/98,9,12,25,31,36,48,39
649,1508,0,4/7/98,2,19,23,29,46,47,40
649,1509,0,8/7/98,10,26,28,35,38,39,3
649,1510,0,11/7/98,10,13,27,28,31,49,47
649,1511,0,15/7/98,5,31,37,38,43,49,14
649,1512,0,18/7/98,6,16,17,23,34,35,49
649,1513,0,22/7/98,2,3,22,31,34,45,37
649,1514,0,25/7/98,10,11,33,38,39,45,44
649,1515,0,29/7/98,1,4,14,21,22,29,31
649,1516,0,1/8/98,10,11,19,34,45,46,28
649,1517,0,5/8/98,1,4,14,17,31,44,27
649,1518,0,8/8/98,3,20,21,33,35,45,26
649,1519,0,12/8/98,15,16,38,39,41,45,8
649,1520,0,15/8/98,12,13,15,37,41,49,45
649,1521,0,19/8/98,1,4,8,9,47,48,24
649,1522,0,22/8/98,12,17,21,23,38,44,14
649,1523,0,26/8/98,1,4,22,26,37,47,7
649,1524,0,29/8/98,8,20,22,36,47,49,45
649,1525,0,2/9/98,9,20,26,34,44,49,18
649,1526,0,5/9/98,4,6,29,32,33,38,1
649,1527,0,9/9/98,10,30,37,44,47,49,11
649,1528,0,12/9/98,5,9,10,15,21,41,42
649,1529,0,16/9/98,8,21,23,29,30,37,3
649,1530,0,19/9/98,13,15,26,32,34,36,33
649,1531,0,23/9/98,1,13,26,28,29,41,43
649,1532,0,26/9/98,13,15,28,31,35,45,4
649,1533,0,30/9/98,10,15,22,25,32,34,37
649,1534,0,3/10/98,1,6,17,20,33,44,26
649,1535,0,7/10/98,1,6,14,18,25,34,41
649,1536,0,10/10/98,3,8,21,23,33,49,37
649,1537,0,14/10/98,6,22,28,32,42,45,10
649,1538,0,17/10/98,10,14,15,17,23,25,26
649,1539,0,21/10/98,4,8,15,30,41,45,26
649,1540,0,24/10/98,19,20,21,27,34,43,3
649,1541,0,28/10/98,9,10,23,35,42,49,28
649,1542,0,31/10/98,3,11,24,37,38,39,42
649,1543,0,4/11/98,15,20,21,22,26,35,31
649,1544,0,7/11/98,14,27,31,38,45,47,44
649,1545,0,11/11/98,3,5,6,12,14,30,19
649,1546,0,14/11/98,4,21,23,31,43,45,25
649,1547,0,18/11/98,1,2,6,22,36,47,41
649,1548,0,21/11/98,2,9,21,24,35,46,5
649,1549,0,25/11/98,6,16,17,28,45,49,3
649,1550,0,28/11/98,3,22,25,33,39,41,21
649,1551,0,2/12/98,1,3,5,6,24,39,16
649,1552,0,5/12/98,4,12,15,18,19,32,27
649,1553,0,9/12/98,17,18,19,36,41,42,25
649,1554,0,12/12/98,10,11,20,29,43,45,39
